FID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,SHAPE_Length,SHAPE_Area
820,42,003,488400,4,420034884004,Block Group 4,G5030,S,1976256,253628,+40.3611251,-079.8678274,0.106469309539294,0.000236411232500124
821,42,003,451104,2,420034511042,Block Group 2,G5030,S,2968417,0,+40.5448874,-080.2571102,0.114509601730379,0.000315561252000302
822,42,003,451102,2,420034511022,Block Group 2,G5030,S,1339567,0,+40.5210090,-080.2000326,0.0578802453956185,0.000142354600500002
823,42,003,563300,2,420035633002,Block Group 2,G5030,S,18970544,0,+40.5594626,-080.1527830,0.290397622775167,0.002017122047
824,42,003,470600,1,420034706001,Block Group 1,G5030,S,1376766,0,+40.3940073,-080.0854646,0.0932884505585404,0.000146035809000014
825,42,003,474102,1,420034741021,Block Group 1,G5030,S,3385903,0,+40.3452850,-080.0681288,0.0912727753025146,0.000358892588499765
826,42,003,490003,1,420034900031,Block Group 1,G5030,S,4790233,0,+40.3111845,-079.9927724,0.128370324052303,0.000507493149000101
827,42,003,490002,3,420034900023,Block Group 3,G5030,S,4503449,0,+40.3021898,-080.0064187,0.10079046345308,0.000477048104500112
828,42,003,490002,2,420034900022,Block Group 2,G5030,S,1519673,0,+40.2934437,-080.0170155,0.0630963341864852,0.0001609581030001
829,42,003,130600,1,420031306001,Block Group 1,G5030,S,365630,0,+40.4521925,-079.8817225,0.0257880669726907,3.88158110000152e-05
830,42,003,562300,3,420035623003,Block Group 3,G5030,S,1036353,0,+40.4125803,-079.9314314,0.0728542527353237,0.000109957436999876
831,42,003,101800,2,420031018002,Block Group 2,G5030,S,797070,0,+40.4847864,-079.9385830,0.0765155192285106,8.46591774998321e-05
832,42,003,080200,2,420030802002,Block Group 2,G5030,S,91466,0,+40.4617200,-079.9522413,0.0128289866403676,9.71134049998515e-06
833,42,003,526101,4,420035261014,Block Group 4,G5030,S,3431306,0,+40.5232161,-079.7997962,0.114865373174244,0.000364653825499848
834,42,003,141400,4,420031414004,Block Group 4,G5030,S,1162801,88690,+40.4187329,-079.9174145,0.0831939872955496,0.00013279544550013
835,42,003,202300,4,420032023004,Block Group 4,G5030,S,841911,0,+40.4127768,-080.0356727,0.036246079814413,8.93273125000039e-05
836,42,003,270800,3,420032708003,Block Group 3,G5030,S,633745,0,+40.4865869,-080.0297229,0.0442122859363434,6.73134635001482e-05
837,42,003,427100,3,420034271003,Block Group 3,G5030,S,3030289,0,+40.5144543,-079.9722932,0.107178401300519,0.000321995531500026
838,42,003,564200,3,420035642003,Block Group 3,G5030,S,8330546,0,+40.3444339,-079.7906660,0.144791245515902,0.000882994007000018
839,42,003,458000,4,420034580004,Block Group 4,G5030,S,6392667,0,+40.4118847,-080.1197731,0.141841027436286,0.0006782577065001
840,42,003,562900,2,420035629002,Block Group 2,G5030,S,4513750,20848,+40.3930586,-079.9468861,0.176490161059538,0.000480979885999754
841,42,003,453004,2,420034530042,Block Group 2,G5030,S,1195546,0,+40.4457401,-080.2136150,0.0758245439148235,0.000126909475000071
842,42,003,460002,1,420034600021,Block Group 1,G5030,S,4186790,0,+40.4605248,-080.0985229,0.107888614255523,0.000444532320000106
843,42,003,520001,1,420035200011,Block Group 1,G5030,S,2327748,0,+40.4258738,-079.8174707,0.0836183519886736,0.000247022771000094
844,42,003,453004,4,420034530044,Block Group 4,G5030,S,375502,0,+40.4445035,-080.2244729,0.027656391133955,3.98597784999229e-05
845,42,003,262000,3,420032620003,Block Group 3,G5030,S,854947,0,+40.4698702,-079.9965004,0.0625024126019343,9.07861215001077e-05
846,42,003,552000,1,420035520001,Block Group 1,G5030,S,145201,0,+40.3437827,-079.8436150,0.0162135538121427,1.53906040000078e-05
847,42,003,462600,1,420034626001,Block Group 1,G5030,S,275747,0,+40.4732209,-080.0684456,0.0225078273047662,2.92828769999237e-05
848,42,003,463900,2,420034639002,Block Group 2,G5030,S,379360,0,+40.4640291,-080.0703514,0.0291354744514784,4.02805900000023e-05
849,42,003,462100,2,420034621002,Block Group 2,G5030,S,1243098,143284,+40.4888097,-080.0873216,0.0619886277349182,0.00014726365699994
850,42,003,462100,3,420034621003,Block Group 3,G5030,S,1052866,0,+40.4810111,-080.0745940,0.0524027885128962,0.000111821531500195
851,42,003,462600,4,420034626004,Block Group 4,G5030,S,262351,0,+40.4712761,-080.0747495,0.0282890090726748,2.78592634999744e-05
852,42,003,470600,3,420034706003,Block Group 3,G5030,S,245951,0,+40.3995655,-080.0928390,0.0290194075609412,2.60900504999869e-05
853,42,003,470502,2,420034705022,Block Group 2,G5030,S,755670,0,+40.3956535,-080.0711851,0.0375635762031554,8.015724250001e-05
854,42,003,523600,2,420035236002,Block Group 2,G5030,S,552275,0,+40.4614071,-079.8203941,0.0350465141099677,5.86383965000604e-05
855,42,003,489002,2,420034890022,Block Group 2,G5030,S,791345,0,+40.3327321,-079.9666174,0.0560978944603216,8.38640029999373e-05
856,42,003,563100,3,420035631003,Block Group 3,G5030,S,926377,0,+40.4270773,-080.0344833,0.0509593197962899,9.83098670001796e-05
857,42,003,473601,1,420034736011,Block Group 1,G5030,S,761085,0,+40.3887625,-080.0652600,0.0483259961061113,8.07233244997376e-05
858,42,003,473601,2,420034736012,Block Group 2,G5030,S,727505,0,+40.3837136,-080.0615544,0.0390425825203548,7.71560205000387e-05
859,42,003,473602,1,420034736021,Block Group 1,G5030,S,472877,6712,+40.3737651,-080.0608227,0.0320764864545913,5.08552279999701e-05
860,42,003,480300,2,420034803002,Block Group 2,G5030,S,996309,0,+40.3932043,-079.9644639,0.0522667602972754,0.000105678755000053
861,42,003,473602,2,420034736022,Block Group 2,G5030,S,1187737,0,+40.3699279,-080.0678947,0.0661117342106348,0.000125940823500036
862,42,003,473602,3,420034736023,Block Group 3,G5030,S,333712,0,+40.3687934,-080.0746160,0.0354786070710456,3.53843700000146e-05
863,42,003,474101,1,420034741011,Block Group 1,G5030,S,1693206,0,+40.3568374,-080.0644126,0.0863120263257783,0.00017950355500022
864,42,003,474203,1,420034742031,Block Group 1,G5030,S,1130791,0,+40.3228380,-080.0750095,0.0513953363893059,0.000119819927000052
865,42,003,474203,2,420034742032,Block Group 2,G5030,S,957152,0,+40.3067855,-080.0904600,0.0838953775587594,0.000101404372000082
866,42,003,475101,1,420034751011,Block Group 1,G5030,S,613256,0,+40.3519233,-080.0343160,0.0386447266863067,6.50090784999167e-05
867,42,003,484300,2,420034843002,Block Group 2,G5030,S,365992,0,+40.4044490,-079.8895754,0.0340637663595812,3.88273324999728e-05
868,42,003,475101,2,420034751012,Block Group 2,G5030,S,580602,0,+40.3486427,-080.0300849,0.0425738353278416,6.15445709999494e-05
869,42,003,475101,3,420034751013,Block Group 3,G5030,S,877691,0,+40.3428355,-080.0420764,0.0505014731573127,9.30284430000174e-05
870,42,003,475101,4,420034751014,Block Group 4,G5030,S,1063104,0,+40.3466105,-080.0483357,0.0587695622810036,0.000112687215000054
871,42,003,475200,2,420034752002,Block Group 2,G5030,S,1326670,0,+40.3352233,-080.0528118,0.0642911484503078,0.000140601477500102
872,42,003,484500,1,420034845001,Block Group 1,G5030,S,956836,0,+40.3787922,-079.8991696,0.059390587305765,0.000101470654499985
873,42,003,484500,4,420034845004,Block Group 4,G5030,S,838325,0,+40.3846918,-079.9121058,0.0412779216373597,8.89102580000438e-05
874,42,003,192000,1,420031920001,Block Group 1,G5030,S,284140,0,+40.4058572,-080.0217045,0.0274956731051609,3.01445135000597e-05
875,42,003,460001,2,420034600012,Block Group 2,G5030,S,2411145,0,+40.4900396,-080.1161917,0.0669822356216488,0.000256113752499904
876,42,003,429300,2,420034293002,Block Group 2,G5030,S,1709585,0,+40.5362753,-080.0414489,0.0605001985120529,0.000181716956000073
877,42,003,518001,2,420035180012,Block Group 2,G5030,S,838499,0,+40.4316747,-079.8596813,0.0416533862287752,8.89900489999984e-05
878,42,003,518001,1,420035180011,Block Group 1,G5030,S,758306,0,+40.4268040,-079.8656114,0.052587924857454,8.04730660000376e-05
879,42,003,517000,1,420035170001,Block Group 1,G5030,S,776729,0,+40.4239512,-079.8710505,0.0549084536052982,8.24248190000248e-05
880,42,003,020100,4,420030201004,Block Group 4,G5030,S,281538,0,+40.4406765,-079.9892107,0.023484878577493,2.98834014999617e-05
881,42,003,464300,1,420034643001,Block Group 1,G5030,S,381670,0,+40.4435175,-080.0724601,0.0345216104017817,4.05135525000517e-05
882,42,003,464300,4,420034643004,Block Group 4,G5030,S,234993,0,+40.4439308,-080.0599763,0.0379609072325252,2.49447080000667e-05
883,42,003,464400,1,420034644001,Block Group 1,G5030,S,179794,0,+40.4737043,-080.0634701,0.0203286349943586,1.90932330000375e-05
884,42,003,464400,2,420034644002,Block Group 2,G5030,S,302128,0,+40.4698610,-080.0622242,0.0298208367297232,3.20827755000919e-05
885,42,003,475200,3,420034752003,Block Group 3,G5030,S,883670,0,+40.3278112,-080.0528779,0.0549615669124378,9.36418349998688e-05
886,42,003,475301,1,420034753011,Block Group 1,G5030,S,624857,0,+40.3337391,-080.0270852,0.0379363433846591,6.62212944999662e-05
887,42,003,475301,2,420034753012,Block Group 2,G5030,S,406949,0,+40.3248922,-080.0274806,0.0418664345498474,4.31221449999848e-05
888,42,003,475301,3,420034753013,Block Group 3,G5030,S,1657648,0,+40.3194940,-080.0381644,0.074899580765287,0.000175638253500256
889,42,003,484600,2,420034846002,Block Group 2,G5030,S,472673,0,+40.3920400,-079.9027808,0.0409610145362571,5.01353729999944e-05
890,42,003,486800,1,420034868001,Block Group 1,G5030,S,966437,274120,+40.3722627,-079.8409352,0.063241837152533,0.000131537106000178
891,42,003,486800,2,420034868002,Block Group 2,G5030,S,314879,0,+40.3686215,-079.8550255,0.0275368215727019,3.33872975000333e-05
892,42,003,473500,3,420034735003,Block Group 3,G5030,S,1233456,0,+40.3611570,-080.0543674,0.07026079369437,0.000130772009500012
893,42,003,427100,1,420034271001,Block Group 1,G5030,S,1614841,0,+40.5090589,-079.9816652,0.0578716016532017,0.00017157729199985
894,42,003,477200,2,420034772002,Block Group 2,G5030,S,459212,0,+40.3667208,-079.9898257,0.0305472997038165,4.86900005000156e-05
895,42,003,523100,4,420035231004,Block Group 4,G5030,S,1073372,0,+40.4646250,-079.8829001,0.0693390182689568,0.000113971946500004
896,42,003,525300,2,420035253002,Block Group 2,G5030,S,923935,70183,+40.5228229,-079.8362549,0.0646426252869647,0.000105647537499962
897,42,003,141400,1,420031414001,Block Group 1,G5030,S,277404,0,+40.4214399,-079.9228257,0.0252997673741436,2.94365119999423e-05
898,42,003,101800,1,420031018001,Block Group 1,G5030,S,400082,0,+40.4829410,-079.9336446,0.0404081926806741,4.24927064999624e-05
899,42,003,464400,3,420034644003,Block Group 3,G5030,S,518242,0,+40.4658376,-080.0604431,0.04327248912176,5.50285515000035e-05
900,42,003,464400,4,420034644004,Block Group 4,G5030,S,727371,163590,+40.4713055,-080.0540143,0.0431514812118262,9.46127630000056e-05
901,42,003,465600,1,420034656001,Block Group 1,G5030,S,549098,0,+40.4390799,-080.0724827,0.03864045039402,5.82822300000201e-05
902,42,003,465600,2,420034656002,Block Group 2,G5030,S,458128,0,+40.4378786,-080.0635341,0.0328991674390163,4.86254464998979e-05
903,42,003,475303,1,420034753031,Block Group 1,G5030,S,1197857,0,+40.3117992,-080.0429360,0.0546947739949795,0.000126906296999954
904,42,003,475303,2,420034753032,Block Group 2,G5030,S,991589,0,+40.3074801,-080.0540060,0.0635187021264287,0.000105046727000243
905,42,003,475303,3,420034753033,Block Group 3,G5030,S,915457,0,+40.3040160,-080.0439191,0.0517465820131942,9.69765684999261e-05
906,42,003,475304,1,420034753041,Block Group 1,G5030,S,568383,0,+40.3079669,-080.0633077,0.0316445992433537,6.02135939999587e-05
907,42,003,484600,3,420034846003,Block Group 3,G5030,S,519285,0,+40.3899402,-079.8973561,0.0382649138675298,5.50782175000574e-05
908,42,003,485000,1,420034850001,Block Group 1,G5030,S,767376,85051,+40.4005097,-079.8853994,0.0563301778806038,9.04274749999048e-05
909,42,003,486700,1,420034867001,Block Group 1,G5030,S,1903104,248729,+40.3840356,-079.8576556,0.0741741863610354,0.000228203825499825
910,42,003,480200,1,420034802001,Block Group 1,G5030,S,1996967,0,+40.3610626,-079.9590989,0.0805941526637218,0.000211719578000046
911,42,003,192000,3,420031920003,Block Group 3,G5030,S,449570,0,+40.4053130,-080.0313201,0.0411285242093031,4.76943295000689e-05
912,42,003,241200,2,420032412002,Block Group 2,G5030,S,172468,0,+40.4600532,-079.9915241,0.0241061935785699,1.83115460000231e-05
913,42,003,250300,1,420032503001,Block Group 1,G5030,S,242446,0,+40.4584888,-080.0120309,0.0241056694387192,2.57409829998951e-05
914,42,003,250700,1,420032507001,Block Group 1,G5030,S,560128,0,+40.4599411,-080.0218630,0.0386048696655803,5.94710719999891e-05
915,42,003,250900,2,420032509002,Block Group 2,G5030,S,384692,0,+40.4641565,-080.0039408,0.0425366381915473,4.08467939999138e-05
916,42,003,504100,5,420035041005,Block Group 5,G5030,S,1530123,0,+40.3722858,-079.8244786,0.0656934516017975,0.000162251237000002
917,42,003,460001,1,420034600011,Block Group 1,G5030,S,4252457,121528,+40.4848137,-080.0972695,0.106311122726259,0.000464590351500102
918,42,003,512800,1,420035128001,Block Group 1,G5030,S,2095685,158717,+40.4017344,-079.8537038,0.0830449436337584,0.000239146293499927
919,42,003,496101,1,420034961011,Block Group 1,G5030,S,3851248,0,+40.2776226,-079.8365554,0.110686617302221,0.000407814944499769
920,42,003,210700,2,420032107002,Block Group 2,G5030,S,360197,0,+40.4578707,-080.0264641,0.0295980824364951,3.82423560001297e-05
921,42,003,465800,2,420034658002,Block Group 2,G5030,S,437525,0,+40.4341596,-080.0723428,0.0477041613337851,4.64361510000007e-05
922,42,003,465800,3,420034658003,Block Group 3,G5030,S,927496,0,+40.4279022,-080.0789201,0.0460279825604174,9.84295940000946e-05
923,42,003,475304,2,420034753042,Block Group 2,G5030,S,1654247,0,+40.2990411,-080.0574571,0.0631765175587179,0.0001752256375
924,42,003,475304,3,420034753043,Block Group 3,G5030,S,915499,0,+40.2928224,-080.0390334,0.0472920348253724,9.69652449999808e-05
925,42,003,475304,4,420034753044,Block Group 4,G5030,S,1133895,0,+40.3002905,-080.0351097,0.0459601829988322,0.000120109629999989
926,42,003,475401,1,420034754011,Block Group 1,G5030,S,1964946,0,+40.3506420,-080.0192072,0.0694160777231545,0.000208292761
927,42,003,475401,2,420034754012,Block Group 2,G5030,S,1492325,0,+40.3404417,-080.0102058,0.0602865302415347,0.000158169350500089
928,42,003,486700,2,420034867002,Block Group 2,G5030,S,589324,0,+40.3743211,-079.8529755,0.0373295047276792,6.24924839999814e-05
929,42,003,290100,2,420032901002,Block Group 2,G5030,S,263279,0,+40.3957758,-079.9904990,0.0372556547763253,2.79274574999447e-05
930,42,003,290100,3,420032901003,Block Group 3,G5030,S,261681,0,+40.3936852,-079.9901618,0.0277356165528624,2.77568930000647e-05
931,42,003,290200,1,420032902001,Block Group 1,G5030,S,558959,0,+40.4021310,-079.9817033,0.0481169571107983,5.9296834500034e-05
932,42,003,290200,2,420032902002,Block Group 2,G5030,S,303676,0,+40.3927804,-079.9826480,0.0337950163105621,3.22108774999357e-05
933,42,003,290200,3,420032902003,Block Group 3,G5030,S,174181,0,+40.3951868,-079.9842496,0.0224374089844666,1.84760534999624e-05
934,42,003,290200,4,420032902004,Block Group 4,G5030,S,164293,0,+40.3995328,-079.9865844,0.0213260201726282,1.74281955000508e-05
935,42,003,413500,4,420034135004,Block Group 4,G5030,S,2288308,0,+40.5763340,-080.0050785,0.0713065433716582,0.000243374343499946
936,42,003,414101,2,420034141012,Block Group 2,G5030,S,4480747,0,+40.5887278,-079.9317618,0.105552481733331,0.000476639650500287
937,42,003,414102,3,420034141023,Block Group 3,G5030,S,8124412,18582,+40.5850675,-079.9813658,0.135130744124379,0.000866268798000184
938,42,003,408001,3,420034080013,Block Group 3,G5030,S,4228571,0,+40.6436382,-079.9507698,0.10740125219384,0.000450178255999769
939,42,003,417100,2,420034171002,Block Group 2,G5030,S,268826,0,+40.5426896,-079.7859698,0.0247835308384575,2.85771479999605e-05
940,42,003,426400,4,420034264004,Block Group 4,G5030,S,1172097,0,+40.5236028,-079.9656215,0.0637467368214483,0.000124562619000091
941,42,003,429100,1,420034291001,Block Group 1,G5030,S,2851642,0,+40.5035584,-079.9987969,0.0893320782481236,0.000302963695499981
942,42,003,429201,1,420034292011,Block Group 1,G5030,S,1851858,0,+40.5503513,-079.9965583,0.101671775169241,0.000196877284000094
943,42,003,429700,1,420034297001,Block Group 1,G5030,S,2060223,0,+40.5017029,-080.0312683,0.0771753430572927,0.000218876327500079
944,42,003,431500,3,420034315003,Block Group 3,G5030,S,207644,0,+40.4949571,-080.0571646,0.0229085690279496,2.20574454999333e-05
945,42,003,432400,1,420034324001,Block Group 1,G5030,S,194204,0,+40.4974926,-080.0638370,0.0190138000322426,2.06307564999645e-05
946,42,003,437000,2,420034370002,Block Group 2,G5030,S,7121776,0,+40.5521487,-080.1072668,0.142515524457139,0.000757171683999926
947,42,003,452000,3,420034520003,Block Group 3,G5030,S,11401618,0,+40.4732836,-080.2643816,0.164285955737366,0.001210791544
948,42,003,456003,2,420034560032,Block Group 2,G5030,S,4749608,0,+40.3450019,-080.1294786,0.113636378350265,0.000503438086999985
949,42,003,458000,3,420034580003,Block Group 3,G5030,S,9998724,0,+40.4143469,-080.1463934,0.164621923182771,0.00106089566199989
950,42,003,459102,2,420034591022,Block Group 2,G5030,S,2422656,0,+40.4624757,-080.1263397,0.0749337414938564,0.000257232773500058
951,42,003,462600,2,420034626002,Block Group 2,G5030,S,378962,0,+40.4765175,-080.0779268,0.033253546786075,4.02454554999494e-05
952,42,003,470300,1,420034703001,Block Group 1,G5030,S,1665673,0,+40.3859081,-080.0823210,0.0949156233022197,0.000176659732000104
953,42,003,459201,2,420034592012,Block Group 2,G5030,S,7897954,0,+40.4554708,-080.1630708,0.21618658236311,0.000838392319000223
954,42,003,495000,1,420034950001,Block Group 1,G5030,S,29643680,1814937,+40.2320479,-079.9068000,0.307680432970195,0.00332908251849992
955,42,003,468700,2,420034687002,Block Group 2,G5030,S,304154,0,+40.4140403,-080.0891922,0.0267674419640825,3.22715459999826e-05
956,42,003,468800,1,420034688001,Block Group 1,G5030,S,237171,0,+40.4032095,-080.0907678,0.0257636263058318,2.51603895000775e-05
957,42,003,468800,2,420034688002,Block Group 2,G5030,S,270995,0,+40.4041604,-080.0940967,0.0306929327431326,2.87490949999949e-05
958,42,003,468800,3,420034688003,Block Group 3,G5030,S,581661,0,+40.4089130,-080.0962868,0.0323984015627292,6.17112875000584e-05
959,42,003,320600,2,420033206002,Block Group 2,G5030,S,820404,0,+40.3926832,-080.0036538,0.0429823183655628,8.70195280000145e-05
960,42,003,320700,1,420033207001,Block Group 1,G5030,S,732698,0,+40.3857359,-080.0009368,0.0504455300608012,7.77091340001508e-05
961,42,003,468900,1,420034689001,Block Group 1,G5030,S,640742,0,+40.4067186,-080.0774452,0.0485337846187328,6.7976839500051e-05
962,42,003,475401,3,420034754013,Block Group 3,G5030,S,2458894,0,+40.3320547,-080.0139572,0.0704564448924936,0.000260583360499828
963,42,003,475402,1,420034754021,Block Group 1,G5030,S,2401129,0,+40.3185319,-080.0210188,0.0748664582602523,0.000254410962999908
964,42,003,475402,2,420034754022,Block Group 2,G5030,S,1466839,0,+40.3046004,-080.0254907,0.0624851851915506,0.000155387203999939
965,42,003,476100,1,420034761001,Block Group 1,G5030,S,268259,0,+40.3769753,-080.0111431,0.0339737185449029,2.84477510001833e-05
966,42,003,320700,2,420033207002,Block Group 2,G5030,S,584968,0,+40.3783523,-079.9993599,0.0398186451254409,6.20340634999594e-05
967,42,003,401100,3,420034011003,Block Group 3,G5030,S,709610,0,+40.6273734,-079.7134766,0.0525855022186832,7.5527632500002e-05
968,42,003,141100,1,420031411001,Block Group 1,G5030,S,1226334,163168,+40.4196414,-079.9075532,0.0670952515978479,0.000147444213999849
969,42,003,476100,2,420034761002,Block Group 2,G5030,S,536282,0,+40.3724379,-080.0143168,0.0439813293499527,5.68662144999908e-05
970,42,003,482500,1,420034825001,Block Group 1,G5030,S,2387778,236626,+40.3937803,-079.9101905,0.11722726857636,0.000278389800499899
971,42,003,523800,4,420035238004,Block Group 4,G5030,S,2576732,329881,+40.4918127,-079.8420202,0.0854572569727154,0.000308741507000014
972,42,003,202200,2,420032022002,Block Group 2,G5030,S,155620,0,+40.4551387,-080.0624096,0.0232689598737162,1.65215809999739e-05
973,42,003,202300,1,420032023001,Block Group 1,G5030,S,462956,0,+40.4184701,-080.0358239,0.0456121306588587,4.91239314999692e-05
974,42,003,202300,2,420032023002,Block Group 2,G5030,S,552614,0,+40.4029733,-080.0455085,0.0307859820621126,5.86246079999599e-05
975,42,003,202300,3,420032023003,Block Group 3,G5030,S,674774,0,+40.4076057,-080.0411137,0.0421222129605988,7.15887579999899e-05
976,42,003,210700,1,420032107001,Block Group 1,G5030,S,362753,0,+40.4531526,-080.0236490,0.0261629979412849,3.85108740000327e-05
977,42,003,300100,4,420033001004,Block Group 4,G5030,S,139750,0,+40.4128574,-079.9929408,0.0249872681124099,1.48273375000156e-05
978,42,003,419000,1,420034190001,Block Group 1,G5030,S,7171440,1146364,+40.5497440,-079.8332072,0.203156621925679,0.000884288055500062
979,42,003,220600,1,420032206001,Block Group 1,G5030,S,261919,0,+40.4553043,-080.0138114,0.0287936452518582,2.78072154999878e-05
980,42,003,220600,2,420032206002,Block Group 2,G5030,S,168253,0,+40.4572533,-080.0051518,0.0187321419229165,1.78634280000138e-05
981,42,003,474101,2,420034741012,Block Group 2,G5030,S,2365682,0,+40.3557801,-080.0832918,0.0847375937472234,0.000250791087500077
982,42,003,496101,2,420034961012,Block Group 2,G5030,S,8027534,95831,+40.2677954,-079.8170496,0.150764788508965,0.000860066083499944
983,42,003,520002,2,420035200022,Block Group 2,G5030,S,1061066,0,+40.4154282,-079.8362649,0.0802531329660875,0.000112584425000092
984,42,003,523701,1,420035237011,Block Group 1,G5030,S,2207262,0,+40.5107000,-079.8112676,0.113046499160504,0.000234528094999925
985,42,003,503002,5,420035030025,Block Group 5,G5030,S,2116209,0,+40.3487189,-079.8086928,0.0795046680523708,0.00022432148999994
986,42,003,408001,2,420034080012,Block Group 2,G5030,S,18155181,0,+40.6557905,-079.9673718,0.232433331526234,0.00193316806199991
987,42,003,402000,1,420034020001,Block Group 1,G5030,S,231439,0,+40.6128550,-079.7397364,0.0202003877024969,2.4628333499926e-05
988,42,003,475200,4,420034752004,Block Group 4,G5030,S,1681510,0,+40.3134415,-080.0562225,0.134720097612899,0.000178156906499959
989,42,003,101400,3,420031014003,Block Group 3,G5030,S,129998,0,+40.4750333,-079.9299710,0.0153279172014899,1.3805356499978e-05
990,42,003,460002,2,420034600022,Block Group 2,G5030,S,2526051,0,+40.4719143,-080.1002179,0.0952159082847252,0.00026824766049985
991,42,003,521402,2,420035214022,Block Group 2,G5030,S,2235340,0,+40.4030237,-079.7451920,0.0928706447480661,0.000237137377000075
992,42,003,521500,1,420035215001,Block Group 1,G5030,S,4656418,0,+40.4386542,-079.7182697,0.104004329906504,0.000494236431500098
993,42,003,483800,3,420034838003,Block Group 3,G5030,S,233912,0,+40.4024667,-079.9042601,0.0262872884291181,2.48146634999434e-05
994,42,003,488500,2,420034885002,Block Group 2,G5030,S,6880094,0,+40.3593072,-079.9333995,0.158082441892782,0.000729412622000109
995,42,003,526201,1,420035262011,Block Group 1,G5030,S,1788888,0,+40.4954844,-079.7677935,0.0773342380413473,0.000190032373000155
996,42,003,521100,2,420035211002,Block Group 2,G5030,S,939984,0,+40.4462283,-079.7692588,0.0875641589505776,9.97840765000554e-05
997,42,003,526302,1,420035263021,Block Group 1,G5030,S,1298331,0,+40.4687715,-079.7087709,0.0603357332344447,0.000137866954999981
998,42,003,523701,2,420035237012,Block Group 2,G5030,S,2528052,0,+40.5023565,-079.8221480,0.112959616008142,0.000268580231499917
999,42,003,413300,3,420034133003,Block Group 3,G5030,S,733789,0,+40.5586544,-080.0621593,0.0391710151992509,7.80222425002574e-05
1000,42,003,414200,1,420034142001,Block Group 1,G5030,S,10458185,0,+40.5675191,-079.9355053,0.140462600806798,0.00111214238800012
1001,42,003,270300,2,420032703002,Block Group 2,G5030,S,206316,0,+40.4769108,-080.0397176,0.0246643215730349,2.19109185000862e-05
1002,42,003,407002,1,420034070021,Block Group 1,G5030,S,5651901,0,+40.6072746,-079.8336622,0.114760973612751,0.000601385893000221
1003,42,003,407002,3,420034070023,Block Group 3,G5030,S,7757200,0,+40.6167303,-079.8837985,0.147731675658941,0.000825513238500008
1004,42,003,407001,4,420034070014,Block Group 4,G5030,S,15867776,0,+40.6462365,-079.9062328,0.215087310455655,0.00168936434950002
1005,42,003,429202,3,420034292023,Block Group 3,G5030,S,2046960,0,+40.5218037,-079.9993267,0.0725650283971751,0.000217531224999923
1006,42,003,483800,2,420034838002,Block Group 2,G5030,S,1016835,177486,+40.4100369,-079.9107865,0.050151618321326,0.000126712520000071
1007,42,003,456001,2,420034560012,Block Group 2,G5030,S,8282756,0,+40.3755997,-080.1530773,0.203494414355472,0.000878328201000016
1008,42,003,130200,2,420031302002,Block Group 2,G5030,S,186305,0,+40.4594767,-079.8955903,0.0182753713504002,1.97805640000319e-05
1009,42,003,191600,3,420031916003,Block Group 3,G5030,S,170614,0,+40.4126628,-080.0211465,0.0260495982244377,1.81020725000134e-05
1010,42,003,521500,2,420035215002,Block Group 2,G5030,S,4415830,0,+40.4476270,-079.7424477,0.0956108104105852,0.000468761855999719
1011,42,003,456003,1,420034560031,Block Group 1,G5030,S,7171442,0,+40.3354203,-080.1586485,0.125870873945567,0.000760036122499926
1012,42,003,192000,4,420031920004,Block Group 4,G5030,S,217016,0,+40.4008910,-080.0296716,0.0219409896935459,2.30216525000505e-05
1013,42,003,170200,2,420031702002,Block Group 2,G5030,S,349569,178547,+40.4313543,-079.9809658,0.0402999030191949,5.60487465000666e-05
1014,42,003,523502,1,420035235021,Block Group 1,G5030,S,4719624,0,+40.4641913,-079.7901422,0.113874506953875,0.000501132612000023
1015,42,003,526202,2,420035262022,Block Group 2,G5030,S,9408209,0,+40.4654035,-079.7477017,0.175637074179308,0.000998987320500254
1016,42,003,521200,1,420035212001,Block Group 1,G5030,S,2342710,0,+40.4391878,-079.7863782,0.0884487095310905,0.000248659053500089
1017,42,003,401100,2,420034011002,Block Group 2,G5030,S,5587805,1012798,+40.6523895,-079.6995517,0.15407258777779,0.000702725673499726
1018,42,003,406000,1,420034060001,Block Group 1,G5030,S,26459097,0,+40.6494155,-079.7757173,0.253433649689833,0.00281710952749987
1019,42,003,413202,1,420034132021,Block Group 1,G5030,S,2200064,0,+40.5873026,-080.0568783,0.0808391124303519,0.000234027112500037
1020,42,003,426800,2,420034268002,Block Group 2,G5030,S,2129534,0,+40.5412558,-079.9518766,0.0851041246825289,0.000226371012499909
1021,42,003,429100,2,420034291002,Block Group 2,G5030,S,2991744,0,+40.5088199,-080.0162291,0.0914236618757008,0.000317873045500023
1022,42,003,415001,3,420034150013,Block Group 3,G5030,S,17198140,0,+40.5815432,-079.8380680,0.194764837310773,0.0018292578869995
1023,42,003,421200,3,420034212003,Block Group 3,G5030,S,184848,0,+40.4958763,-079.9001391,0.022793618402093,1.96364350000243e-05
1024,42,003,456001,1,420034560011,Block Group 1,G5030,S,6258380,11625,+40.3585423,-080.1506049,0.202945095936389,0.000664742037499964
1025,42,003,412001,1,420034120011,Block Group 1,G5030,S,3874668,0,+40.5929192,-080.0867479,0.133233259429048,0.000412193101500061
